rank,source,target,weight
826,1232185057,1487581276,955.0
827,1101679737,1142800181,955.0
828,1168920372,1445178585,954.0
829,1055577594,1202347372,954.0
830,1329190414,1498563702,954.0
831,1251944894,1489333710,952.0
832,1271920475,1405354113,951.0
833,1039454809,1163401725,951.0
834,1455723818,1474879162,950.0
835,1051101171,1092247985,950.0
836,1299214950,1318498635,949.0
837,1196010762,1425667689,949.0
838,1310336110,1480302189,949.0
839,1182918476,1235765787,948.0
840,1398930775,1472934932,948.0
841,1187433883,1317547524,947.0
842,1155374635,1456251369,946.0
843,1344640500,1365370869,946.0
844,1329190414,1456553533,945.0
845,1235765787,1294262324,944.0
846,1238958753,1407272195,943.0
847,1160980171,1474287208,943.0
848,1280744318,1433431026,943.0
849,1235765787,1496157748,941.0
850,1365370869,1483531187,941.0
851,1276716437,1395630712,940.0
852,1178808159,1341689344,938.0
853,1176908416,1348389174,938.0
854,1074429398,1090048548,937.0
855,1292694465,1445560740,937.0
856,1225390282,1397736360,937.0
857,1100373424,1498471211,937.0
858,1160980171,1263603146,935.0
859,1090585095,1346138590,935.0
860,1446015393,1496157748,935.0
861,1175993960,1290203527,935.0
862,1408807671,1474014038,934.0
863,1039454809,1057032232,933.0
864,1184145483,1386099466,932.0
865,1425088336,1491284875,932.0
866,1318321886,1472934932,931.0
867,1344640500,1400739409,931.0
868,1226057462,1492259571,931.0
869,1341689344,1408807671,931.0
870,1112946347,1376077717,931.0
871,1225545520,1433337849,931.0
872,1067980827,1074545337,931.0
873,1421152883,1435458458,930.0
874,1178808159,1247799377,930.0
875,1106101850,1297914978,930.0
876,1067330457,1310336110,929.0
877,1411555593,1448784685,928.0
878,1269644877,1306474713,928.0
879,1237407412,1298754059,927.0
880,1318146772,1351129033,927.0
881,1134903637,1451275378,927.0
882,1222020224,1365370869,926.0
883,1344640500,1483531187,926.0
884,1445560740,1456057692,926.0
885,1175993960,1463227236,925.0
886,1299409493,1425088336,925.0
887,1199301455,1329190414,925.0
888,1456251369,1468984065,924.0
889,1308555684,1432858437,923.0
890,1126742117,1434498491,923.0
891,1175993960,1293477045,922.0
892,1299214950,1394418056,921.0
893,1415035727,1494256103,919.0
894,1382002831,1397978547,919.0
895,1310336110,1433942658,919.0
896,1196976299,1413819770,918.0
897,1167704849,1299214950,918.0
898,1166191460,1184145483,918.0
899,1344640500,1446015393,917.0
900,1199301455,1379460623,917.0
901,1162141400,1450961475,916.0
902,1263603146,1386099466,916.0
903,1184074956,1238179593,915.0
904,1283305713,1474014038,915.0
905,1222020224,1408807671,914.0
906,1373605649,1455723818,913.0
907,1299214950,1408293935,912.0
908,1182659535,1315706903,912.0
909,1051101171,1074429398,911.0
910,1233666886,1439843996,911.0
911,1317617591,1379442891,911.0
912,1165190667,1394418056,909.0
913,1356689113,1368653619,909.0
914,1281309302,1461707670,907.0
915,1067330457,1238958753,907.0
916,1128016156,1293477045,907.0
917,1166391374,1309294692,906.0
918,1204272053,1308562174,906.0
919,1307588702,1433942658,904.0
920,1083930081,1083971659,903.0
921,1324296045,1361084049,903.0
922,1238958753,1301001697,903.0
923,1357889371,1407329584,902.0
924,1218972417,1338747006,902.0
925,1047165165,1444727359,902.0
926,1263603146,1318498635,901.0
927,1319203125,1373605649,901.0
928,1259587077,1325364142,901.0
929,1174248382,1268722841,900.0
930,1100373424,1131554552,899.0
931,1445560740,1452153893,899.0
932,1377462464,1452153893,898.0
933,1182431955,1433431026,898.0
934,1259272346,1439843996,898.0
935,1182431955,1280744318,897.0
936,1238179593,1361084049,897.0
937,1047165165,1474752835,897.0
938,1163401725,1238958753,896.0
939,1178808159,1182918476,894.0
940,1218972417,1489521045,893.0
941,1160980171,1327487630,892.0
942,1280744318,1294262324,892.0
943,1327487630,1474014038,892.0
944,1179877172,1280744318,892.0
945,1293960609,1462367591,891.0
946,1100373424,1131477230,891.0
947,1213048479,1275496039,890.0
948,1299214950,1411555593,889.0
949,1414461620,1450961475,889.0
950,1318498635,1397978547,889.0
951,1076659626,1498471211,888.0
952,1341689344,1425088336,888.0
953,1207340583,1373605649,888.0
954,1162141400,1330105875,888.0
955,1181438138,1446015393,888.0
956,1187433883,1409902227,887.0
957,1450111203,1453721104,887.0
958,1335494070,1498225294,885.0
959,1208638500,1356689113,885.0
960,1286383492,1420473305,884.0
961,1367687086,1433431026,884.0
962,1258239878,1429638108,883.0
963,1361084049,1498225294,883.0
964,1279583117,1333682917,883.0
965,1235765787,1329190414,883.0
966,1283305713,1373605649,883.0
967,1075721831,1163401725,882.0
968,1318755108,1441099496,881.0
969,1134903637,1180837806,881.0
970,1283305713,1455723818,881.0
971,1237461015,1405354113,881.0
972,1234034589,1488104675,881.0
973,1397736360,1455723818,880.0
974,1283305713,1397736360,880.0
975,1399259499,1493305234,880.0
976,1263603146,1335494070,879.0
977,1218377341,1283305713,879.0
978,1182431955,1499887594,878.0
979,1182431955,1280005976,877.0
980,1280744318,1441931904,876.0
981,1047165165,1286383492,876.0
982,1166191460,1260942032,875.0
983,1298838711,1498225294,874.0
984,1150620301,1408293935,873.0
985,1280532410,1366632532,873.0
986,1174248382,1427225152,872.0
987,1155374635,1293960609,872.0
988,1177133774,1222020224,871.0
989,1276716437,1317617591,870.0
990,1299409493,1306474713,869.0
991,1330105875,1450961475,869.0
992,1177133774,1435458458,869.0
993,1285898695,1291361021,869.0
994,1166191460,1324296045,868.0
995,1112946347,1420473305,868.0
996,1167704849,1394418056,867.0
997,1269390275,1303911676,867.0
998,1344640500,1407141072,867.0
999,1232248315,1291361021,865.0
1000,1328004260,1490033106,865.0
